id,category,amount
53471,Home,20
53472,Electronics,100
53473,Clothing,50
53474,Home,200
53475,Electronics,20
53476,Clothing,100
53477,Home,50
53478,Electronics,200
53479,Clothing,20
53480,Home,100
53481,Electronics,50
53482,Clothing,200
53483,Home,20
53484,Electronics,100
53485,Clothing,50
53486,Home,200
53487,Electronics,20
53488,Clothing,100
53489,Home,50
53490,Electronics,200
53491,Clothing,20
53492,Home,100
53493,Electronics,50
53494,Clothing,200
53495,Home,20
53496,Electronics,100
53497,Clothing,50
53498,Home,200
53499,Electronics,20
53500,Clothing,100
53501,Home,50
53502,Electronics,200
53503,Clothing,20
53504,Home,100
53505,Electronics,50
53506,Clothing,200
53507,Home,20
53508,Electronics,100
53509,Clothing,50
53510,Home,200
53511,Electronics,20
53512,Clothing,100
53513,Home,50
53514,Electronics,200
53515,Clothing,20
53516,Home,100
53517,Electronics,50
53518,Clothing,200
53519,Home,20
53520,Electronics,100
53521,Clothing,50
53522,Home,200
53523,Electronics,20
53524,Clothing,100
53525,Home,50
53526,Electronics,200
53527,Clothing,20
53528,Home,100
53529,Electronics,50
53530,Clothing,200
53531,Home,20
53532,Electronics,100
53533,Clothing,50
53534,Home,200
53535,Electronics,20
53536,Clothing,100
53537,Home,50
53538,Electronics,200
53539,Clothing,20
53540,Home,100
53541,Electronics,50
53542,Clothing,200
53543,Home,20
53544,Electronics,100
53545,Clothing,50
53546,Home,200
53547,Electronics,20
53548,Clothing,100
53549,Home,50
53550,Electronics,200
53551,Clothing,20
53552,Home,100
53553,Electronics,50
53554,Clothing,200
53555,Home,20
53556,Electronics,100
53557,Clothing,50
53558,Home,200
53559,Electronics,20
53560,Clothing,100
53561,Home,50
53562,Electronics,200
53563,Clothing,20
53564,Home,100
53565,Electronics,50
53566,Clothing,200
53567,Home,20
53568,Electronics,100
53569,Clothing,50
53570,Home,200
53571,Electronics,20
53572,Clothing,100
53573,Home,50
53574,Electronics,200
53575,Clothing,20
53576,Home,100
53577,Electronics,50
53578,Clothing,200
53579,Home,20
53580,Electronics,100
53581,Clothing,50
53582,Home,200
53583,Electronics,20
53584,Clothing,100
53585,Home,50
53586,Electronics,200
53587,Clothing,20
53588,Home,100
53589,Electronics,50
53590,Clothing,200
53591,Home,20
53592,Electronics,100
53593,Clothing,50
53594,Home,200
53595,Electronics,20
53596,Clothing,100
53597,Home,50
53598,Electronics,200
53599,Clothing,20
53600,Home,100
53601,Electronics,50
53602,Clothing,200
53603,Home,20
53604,Electronics,100
53605,Clothing,50
53606,Home,200
53607,Electronics,20
53608,Clothing,100
53609,Home,50
53610,Electronics,200
53611,Clothing,20
53612,Home,100
53613,Electronics,50
53614,Clothing,200
53615,Home,20
53616,Electronics,100
53617,Clothing,50
53618,Home,200
53619,Electronics,20
53620,Clothing,100
53621,Home,50
53622,Electronics,200
53623,Clothing,20
53624,Home,100
53625,Electronics,50
53626,Clothing,200
53627,Home,20
53628,Electronics,100
53629,Clothing,50
53630,Home,200
53631,Electronics,20
53632,Clothing,100
53633,Home,50
53634,Electronics,200
53635,Clothing,20
53636,Home,100
53637,Electronics,50
53638,Clothing,200
53639,Home,20
53640,Electronics,100
53641,Clothing,50
53642,Home,200
53643,Electronics,20
53644,Clothing,100
53645,Home,50
53646,Electronics,200
53647,Clothing,20
53648,Home,100
53649,Electronics,50
53650,Clothing,200
53651,Home,20
53652,Electronics,100
53653,Clothing,50
53654,Home,200
53655,Electronics,20
53656,Clothing,100
53657,Home,50
53658,Electronics,200
53659,Clothing,20
53660,Home,100
53661,Electronics,50
53662,Clothing,200
53663,Home,20
53664,Electronics,100
53665,Clothing,50
53666,Home,200
53667,Electronics,20
53668,Clothing,100
53669,Home,50
53670,Electronics,200
53671,Clothing,20
53672,Home,100
53673,Electronics,50
53674,Clothing,200
53675,Home,20
53676,Electronics,100
53677,Clothing,50
53678,Home,200
53679,Electronics,20
53680,Clothing,100
53681,Home,50
53682,Electronics,200
53683,Clothing,20
53684,Home,100
53685,Electronics,50
53686,Clothing,200
53687,Home,20
53688,Electronics,100
53689,Clothing,50
53690,Home,200
53691,Electronics,20
53692,Clothing,100
53693,Home,50
53694,Electronics,200
53695,Clothing,20
53696,Home,100
53697,Electronics,50
53698,Clothing,200
53699,Home,20
53700,Electronics,100
53701,Clothing,50
53702,Home,200
53703,Electronics,20
53704,Clothing,100
53705,Home,50
53706,Electronics,200
53707,Clothing,20
53708,Home,100
53709,Electronics,50
53710,Clothing,200
53711,Home,20
53712,Electronics,100
53713,Clothing,50
53714,Home,200
53715,Electronics,20
53716,Clothing,100
53717,Home,50
53718,Electronics,200
53719,Clothing,20
53720,Home,100
53721,Electronics,50
53722,Clothing,200
53723,Home,20
53724,Electronics,100
53725,Clothing,50
53726,Home,200
53727,Electronics,20
53728,Clothing,100
53729,Home,50
53730,Electronics,200
53731,Clothing,20
53732,Home,100
53733,Electronics,50
53734,Clothing,200
53735,Home,20
53736,Electronics,100
53737,Clothing,50
53738,Home,200
53739,Electronics,20
53740,Clothing,100
53741,Home,50
53742,Electronics,200
53743,Clothing,20
53744,Home,100
53745,Electronics,50
53746,Clothing,200
53747,Home,20
53748,Electronics,100
53749,Clothing,50
53750,Home,200
53751,Electronics,20
53752,Clothing,100
53753,Home,50
53754,Electronics,200
53755,Clothing,20
53756,Home,100
53757,Electronics,50
53758,Clothing,200
53759,Home,20
53760,Electronics,100
53761,Clothing,50
53762,Home,200
53763,Electronics,20
53764,Clothing,100
53765,Home,50
53766,Electronics,200
53767,Clothing,20
53768,Home,100
53769,Electronics,50
53770,Clothing,200
53771,Home,20
53772,Electronics,100
53773,Clothing,50
53774,Home,200
53775,Electronics,20
53776,Clothing,100
53777,Home,50
53778,Electronics,200
53779,Clothing,20
53780,Home,100
53781,Electronics,50
53782,Clothing,200
53783,Home,20
53784,Electronics,100
53785,Clothing,50
53786,Home,200
53787,Electronics,20
53788,Clothing,100
53789,Home,50
53790,Electronics,200
53791,Clothing,20
53792,Home,100
53793,Electronics,50
53794,Clothing,200
53795,Home,20
53796,Electronics,100
53797,Clothing,50
53798,Home,200
53799,Electronics,20
53800,Clothing,100
53801,Home,50
53802,Electronics,200
53803,Clothing,20
53804,Home,100
53805,Electronics,50
53806,Clothing,200
53807,Home,20
53808,Electronics,100
53809,Clothing,50
53810,Home,200
53811,Electronics,20
53812,Clothing,100
53813,Home,50
53814,Electronics,200
53815,Clothing,20
53816,Home,100
53817,Electronics,50
53818,Clothing,200
53819,Home,20
53820,Electronics,100
53821,Clothing,50
53822,Home,200
53823,Electronics,20
53824,Clothing,100
53825,Home,50
53826,Electronics,200
53827,Clothing,20
53828,Home,100
53829,Electronics,50
53830,Clothing,200
53831,Home,20
53832,Electronics,100
53833,Clothing,50
53834,Home,200
53835,Electronics,20
53836,Clothing,100
53837,Home,50
53838,Electronics,200
53839,Clothing,20
53840,Home,100
53841,Electronics,50
53842,Clothing,200
53843,Home,20
53844,Electronics,100
53845,Clothing,50
53846,Home,200
53847,Electronics,20
53848,Clothing,100
53849,Home,50
53850,Electronics,200
53851,Clothing,20
53852,Home,100
53853,Electronics,50
53854,Clothing,200
53855,Home,20
53856,Electronics,100
53857,Clothing,50
53858,Home,200
53859,Electronics,20
53860,Clothing,100
53861,Home,50
53862,Electronics,200
53863,Clothing,20
53864,Home,100
53865,Electronics,50
53866,Clothing,200
53867,Home,20
53868,Electronics,100
53869,Clothing,50
53870,Home,200
53871,Electronics,20
53872,Clothing,100
53873,Home,50
53874,Electronics,200
53875,Clothing,20
53876,Home,100
53877,Electronics,50
53878,Clothing,200
53879,Home,20
53880,Electronics,100
53881,Clothing,50
53882,Home,200
53883,Electronics,20
53884,Clothing,100
53885,Home,50
53886,Electronics,200
53887,Clothing,20
53888,Home,100
53889,Electronics,50
53890,Clothing,200
53891,Home,20
53892,Electronics,100
53893,Clothing,50
53894,Home,200
53895,Electronics,20
53896,Clothing,100
53897,Home,50
53898,Electronics,200
53899,Clothing,20
53900,Home,100
53901,Electronics,50
53902,Clothing,200
53903,Home,20
53904,Electronics,100
53905,Clothing,50
53906,Home,200
53907,Electronics,20
53908,Clothing,100
53909,Home,50
53910,Electronics,200
53911,Clothing,20
53912,Home,100
53913,Electronics,50
53914,Clothing,200
53915,Home,20
53916,Electronics,100
53917,Clothing,50
53918,Home,200
53919,Electronics,20
53920,Clothing,100
53921,Home,50
53922,Electronics,200
53923,Clothing,20
53924,Home,100
53925,Electronics,50
53926,Clothing,200
53927,Home,20
53928,Electronics,100
53929,Clothing,50
53930,Home,200
53931,Electronics,20
53932,Clothing,100
53933,Home,50
53934,Electronics,200
53935,Clothing,20
53936,Home,100
53937,Electronics,50
53938,Clothing,200
53939,Home,20
53940,Electronics,100
53941,Clothing,50
53942,Home,200
53943,Electronics,20
53944,Clothing,100
53945,Home,50
53946,Electronics,200
53947,Clothing,20
53948,Home,100
53949,Electronics,50
53950,Clothing,200
53951,Home,20
53952,Electronics,100
53953,Clothing,50
53954,Home,200
53955,Electronics,20
53956,Clothing,100
53957,Home,50
53958,Electronics,200
53959,Clothing,20
53960,Home,100
53961,Electronics,50
53962,Clothing,200
53963,Home,20
53964,Electronics,100
53965,Clothing,50
53966,Home,200
53967,Electronics,20
53968,Clothing,100
53969,Home,50
53970,Electronics,200
53971,Clothing,20
53972,Home,100
53973,Electronics,50
53974,Clothing,200
53975,Home,20
53976,Electronics,100
53977,Clothing,50
53978,Home,200
53979,Electronics,20
53980,Clothing,100
53981,Home,50
53982,Electronics,200
53983,Clothing,20
53984,Home,100
53985,Electronics,50
53986,Clothing,200
53987,Home,20
53988,Electronics,100
53989,Clothing,50
53990,Home,200
53991,Electronics,20
53992,Clothing,100
53993,Home,50
53994,Electronics,200
53995,Clothing,20
53996,Home,100
53997,Electronics,50
53998,Clothing,200
53999,Home,20
54000,Electronics,100
54001,Clothing,50
54002,Home,200
54003,Electronics,20
54004,Clothing,100
54005,Home,50
54006,Electronics,200
54007,Clothing,20
54008,Home,100
54009,Electronics,50
54010,Clothing,200
54011,Home,20
54012,Electronics,100
54013,Clothing,50
54014,Home,200
54015,Electronics,20
54016,Clothing,100
54017,Home,50
54018,Electronics,200
54019,Clothing,20
54020,Home,100
54021,Electronics,50
54022,Clothing,200
54023,Home,20
54024,Electronics,100
54025,Clothing,50
54026,Home,200
54027,Electronics,20
54028,Clothing,100
54029,Home,50
54030,Electronics,200
54031,Clothing,20
54032,Home,100
54033,Electronics,50
54034,Clothing,200
54035,Home,20
54036,Electronics,100
54037,Clothing,50
54038,Home,200
54039,Electronics,20
54040,Clothing,100
54041,Home,50
54042,Electronics,200
54043,Clothing,20
54044,Home,100
54045,Electronics,50
54046,Clothing,200
54047,Home,20
54048,Electronics,100
54049,Clothing,50
54050,Home,200
54051,Electronics,20
54052,Clothing,100
54053,Home,50
54054,Electronics,200
54055,Clothing,20
54056,Home,100
54057,Electronics,50
54058,Clothing,200
54059,Home,20
54060,Electronics,100
54061,Clothing,50
54062,Home,200
54063,Electronics,20
54064,Clothing,100
54065,Home,50
54066,Electronics,200
54067,Clothing,20
54068,Home,100
54069,Electronics,50
54070,Clothing,200
54071,Home,20
54072,Electronics,100
54073,Clothing,50
54074,Home,200
54075,Electronics,20
54076,Clothing,100
54077,Home,50
54078,Electronics,200
54079,Clothing,20
54080,Home,100
54081,Electronics,50
54082,Clothing,200
54083,Home,20
54084,Electronics,100
54085,Clothing,50
54086,Home,200
54087,Electronics,20
54088,Clothing,100
54089,Home,50
54090,Electronics,200
54091,Clothing,20
54092,Home,100
54093,Electronics,50
54094,Clothing,200
54095,Home,20
54096,Electronics,100
54097,Clothing,50
54098,Home,200
54099,Electronics,20
54100,Clothing,100
54101,Home,50
54102,Electronics,200
54103,Clothing,20
54104,Home,100
54105,Electronics,50
54106,Clothing,200
54107,Home,20
54108,Electronics,100
54109,Clothing,50
54110,Home,200
54111,Electronics,20
54112,Clothing,100
54113,Home,50
54114,Electronics,200
54115,Clothing,20
54116,Home,100
54117,Electronics,50
54118,Clothing,200
54119,Home,20
54120,Electronics,100
54121,Clothing,50
54122,Home,200
54123,Electronics,20
54124,Clothing,100
54125,Home,50
54126,Electronics,200
54127,Clothing,20
54128,Home,100
54129,Electronics,50
54130,Clothing,200
54131,Home,20
54132,Electronics,100
54133,Clothing,50
54134,Home,200
54135,Electronics,20
54136,Clothing,100
54137,Home,50
54138,Electronics,200
54139,Clothing,20
54140,Home,100
54141,Electronics,50
54142,Clothing,200
54143,Home,20
54144,Electronics,100
54145,Clothing,50
54146,Home,200
54147,Electronics,20
54148,Clothing,100
54149,Home,50
54150,Electronics,200
54151,Clothing,20
54152,Home,100
54153,Electronics,50
54154,Clothing,200
54155,Home,20
54156,Electronics,100
54157,Clothing,50
54158,Home,200
54159,Electronics,20
54160,Clothing,100
54161,Home,50
54162,Electronics,200
54163,Clothing,20
54164,Home,100
54165,Electronics,50
54166,Clothing,200
54167,Home,20
54168,Electronics,100
54169,Clothing,50
54170,Home,200
54171,Electronics,20
54172,Clothing,100
54173,Home,50
54174,Electronics,200
54175,Clothing,20
54176,Home,100
54177,Electronics,50
54178,Clothing,200
54179,Home,20
54180,Electronics,100
54181,Clothing,50
54182,Home,200
54183,Electronics,20
54184,Clothing,100
54185,Home,50
54186,Electronics,200
54187,Clothing,20
54188,Home,100
54189,Electronics,50
54190,Clothing,200
54191,Home,20
54192,Electronics,100
54193,Clothing,50
54194,Home,200
54195,Electronics,20
54196,Clothing,100
54197,Home,50
54198,Electronics,200
54199,Clothing,20
54200,Home,100
54201,Electronics,50
54202,Clothing,200
54203,Home,20
54204,Electronics,100
54205,Clothing,50
54206,Home,200
54207,Electronics,20
54208,Clothing,100
54209,Home,50
54210,Electronics,200
54211,Clothing,20
54212,Home,100
54213,Electronics,50
54214,Clothing,200
54215,Home,20
54216,Electronics,100
54217,Clothing,50
54218,Home,200
54219,Electronics,20
54220,Clothing,100
54221,Home,50
54222,Electronics,200
54223,Clothing,20
54224,Home,100
54225,Electronics,50
54226,Clothing,200
54227,Home,20
54228,Electronics,100
54229,Clothing,50
54230,Home,200
54231,Electronics,20
54232,Clothing,100
54233,Home,50
54234,Electronics,200
54235,Clothing,20
54236,Home,100
54237,Electronics,50
54238,Clothing,200
54239,Home,20
54240,Electronics,100
54241,Clothing,50
54242,Home,200
54243,Electronics,20
54244,Clothing,100
54245,Home,50
54246,Electronics,200
54247,Clothing,20
54248,Home,100
54249,Electronics,50
54250,Clothing,200
54251,Home,20
54252,Electronics,100
54253,Clothing,50
54254,Home,200
54255,Electronics,20
54256,Clothing,100
54257,Home,50
54258,Electronics,200
54259,Clothing,20
54260,Home,100
54261,Electronics,50
54262,Clothing,200
54263,Home,20
54264,Electronics,100
54265,Clothing,50
54266,Home,200
54267,Electronics,20
54268,Clothing,100
54269,Home,50
54270,Electronics,200
54271,Clothing,20
54272,Home,100
54273,Electronics,50
54274,Clothing,200
54275,Home,20
54276,Electronics,100
54277,Clothing,50
54278,Home,200
54279,Electronics,20
54280,Clothing,100
54281,Home,50
54282,Electronics,200
54283,Clothing,20
54284,Home,100
54285,Electronics,50
54286,Clothing,200
54287,Home,20
54288,Electronics,100
54289,Clothing,50
54290,Home,200
54291,Electronics,20
54292,Clothing,100
54293,Home,50
54294,Electronics,200
54295,Clothing,20
54296,Home,100
54297,Electronics,50
54298,Clothing,200
54299,Home,20
54300,Electronics,100
54301,Clothing,50
54302,Home,200
54303,Electronics,20
54304,Clothing,100
54305,Home,50
54306,Electronics,200
54307,Clothing,20
54308,Home,100
54309,Electronics,50
54310,Clothing,200
54311,Home,20
54312,Electronics,100
54313,Clothing,50
54314,Home,200
54315,Electronics,20
54316,Clothing,100
54317,Home,50
54318,Electronics,200
54319,Clothing,20
54320,Home,100
54321,Electronics,50
54322,Clothing,200
54323,Home,20
54324,Electronics,100
54325,Clothing,50
54326,Home,200
54327,Electronics,20
54328,Clothing,100
54329,Home,50
54330,Electronics,200
54331,Clothing,20
54332,Home,100
54333,Electronics,50
54334,Clothing,200
54335,Home,20
54336,Electronics,100
54337,Clothing,50
54338,Home,200
54339,Electronics,20
54340,Clothing,100
54341,Home,50
54342,Electronics,200
54343,Clothing,20
54344,Home,100
54345,Electronics,50
54346,Clothing,200
54347,Home,20
54348,Electronics,100
54349,Clothing,50
54350,Home,200
54351,Electronics,20
54352,Clothing,100
54353,Home,50
54354,Electronics,200
54355,Clothing,20
54356,Home,100
54357,Electronics,50
54358,Clothing,200
54359,Home,20
54360,Electronics,100
54361,Clothing,50
54362,Home,200
54363,Electronics,20
54364,Clothing,100
54365,Home,50
54366,Electronics,200
54367,Clothing,20
54368,Home,100
54369,Electronics,50
54370,Clothing,200
54371,Home,20
54372,Electronics,100
54373,Clothing,50
54374,Home,200
54375,Electronics,20
54376,Clothing,100
54377,Home,50
54378,Electronics,200
54379,Clothing,20
54380,Home,100
54381,Electronics,50
54382,Clothing,200
54383,Home,20
54384,Electronics,100
54385,Clothing,50
54386,Home,200
54387,Electronics,20
54388,Clothing,100
54389,Home,50
54390,Electronics,200
54391,Clothing,20
54392,Home,100
54393,Electronics,50
54394,Clothing,200
54395,Home,20
54396,Electronics,100
54397,Clothing,50
54398,Home,200
54399,Electronics,20
54400,Clothing,100
54401,Home,50
54402,Electronics,200
54403,Clothing,20
54404,Home,100
54405,Electronics,50
54406,Clothing,200
54407,Home,20
54408,Electronics,100
54409,Clothing,50
54410,Home,200
54411,Electronics,20
54412,Clothing,100
54413,Home,50
54414,Electronics,200
54415,Clothing,20
54416,Home,100
54417,Electronics,50
54418,Clothing,200
54419,Home,20
54420,Electronics,100
54421,Clothing,50
54422,Home,200
54423,Electronics,20
54424,Clothing,100
54425,Home,50
54426,Electronics,200
54427,Clothing,20
54428,Home,100
54429,Electronics,50
54430,Clothing,200
54431,Home,20
54432,Electronics,100
54433,Clothing,50
54434,Home,200
54435,Electronics,20
54436,Clothing,100
54437,Home,50
54438,Electronics,200
54439,Clothing,20
54440,Home,100
54441,Electronics,50
54442,Clothing,200
54443,Home,20
54444,Electronics,100
54445,Clothing,50
54446,Home,200
54447,Electronics,20
54448,Clothing,100
